Answer
,كانت تجربة جميلة من حيث تعامل المندوب والسرعة
,خدمة جيدة واتمنى التعامل مره اخرى معكم
,محترم و ممتاز
,Thank you brother
,No 
,لا
,فوق الممتاز بارك الله فيه زوق وأدب وتسهيل في المعامله  جزاكم الله خيرا.
,شكرا
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,كانت تجربة جميلة من حيث تعامل المندوب والسرعة
,خدمة جيدة واتمنى التعامل مره اخرى معكم
,محترم و ممتاز
,Thank you brother
,No 
,لا
,فوق الممتاز بارك الله فيه زوق وأدب وتسهيل في المعامله  جزاكم الله خيرا.
,شكرا
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
 ,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,كانت تجربة جميلة من حيث تعامل المندوب والسرعة
,خدمة جيدة واتمنى التعامل مره اخرى معكم
,محترم و ممتاز
,Thank you brother
,No 
,لا
,فوق الممتاز بارك الله فيه زوق وأدب وتسهيل في المعامله  جزاكم الله خيرا.
,شكرا
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,كانت تجربة جميلة من حيث تعامل المندوب والسرعة
,خدمة جيدة واتمنى التعامل مره اخرى معكم
,محترم و ممتاز
,Thank you brother
,No 
,لا
,فوق الممتاز بارك الله فيه زوق وأدب وتسهيل في المعامله  جزاكم الله خيرا.
,شكرا
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
 ,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,كانت تجربة جميلة من حيث تعامل المندوب والسرعة
,خدمة جيدة واتمنى التعامل مره اخرى معكم
,محترم و ممتاز
,Thank you brother
,No 
,لا
,فوق الممتاز بارك الله فيه زوق وأدب وتسهيل في المعامله  جزاكم الله خيرا.
,شكرا
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,كانت تجربة جميلة من حيث تعامل المندوب والسرعة
,خدمة جيدة واتمنى التعامل مره اخرى معكم
,محترم و ممتاز
,Thank you brother
,No 
,لا
,فوق الممتاز بارك الله فيه زوق وأدب وتسهيل في المعامله  جزاكم الله خيرا.
,شكرا
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
 ,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,كانت تجربة جميلة من حيث تعامل المندوب والسرعة
,خدمة جيدة واتمنى التعامل مره اخرى معكم
,محترم و ممتاز
,Thank you brother
,No 
,لا
,فوق الممتاز بارك الله فيه زوق وأدب وتسهيل في المعامله  جزاكم الله خيرا.
,شكرا
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,كانت تجربة جميلة من حيث تعامل المندوب والسرعة
,خدمة جيدة واتمنى التعامل مره اخرى معكم
,محترم و ممتاز
,Thank you brother
,No 
,لا
,فوق الممتاز بارك الله فيه زوق وأدب وتسهيل في المعامله  جزاكم الله خيرا.
,شكرا
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
,مندوب بقمه الاخلاق 
,so fast and responsible 
,شخص رائع
,He is very gentleman
,Good 
,اشكر على المندوب على سرعة التوصيل ????
,المندوب لم يرد على رسائلي!!! اسوء تجربة ممكنه وتأخير في التوصيل
,الاخ محمد الشهراني اخلاق عاليه تعامل راقي جداً اشكر الاداره ع الاختيار الراقي
,شكرا لكم
,Good man in speed
,????
,Extremely Poor delivery Service. 
,المندوب كان متعاون وسريع جداً ولبق وعلى مستوا عالي من الجوده
,Perigood
